ioc_type,value,vt_malicious,vt_suspicious,vt_total_engines,risk_level,malware_family,country,tags
domain,viewsprotech.com,0,0,0,unknown,,,
domain,villatelperu.com,0,0,0,unknown,,,
domain,vistabank-report.com,0,0,0,unknown,,,
domain,vm-buscall.club,0,0,0,unknown,,,
domain,vm-service.xyz,0,0,0,unknown,,,
domain,vmonlineservice.xyz,0,0,0,unknown,,,
domain,vmsendermails.xyz,0,0,0,unknown,,,
domain,vodafonex.online,0,0,0,unknown,,,
domain,von-lincs.shop,0,0,0,unknown,,,
domain,vrmarath0n.com,0,0,0,unknown,,,
domain,vurijuireiujmfdusijeruijmfudisjdsaim.com,0,0,0,unknown,,,
domain,waunacvorg.com,0,0,0,unknown,,,
domain,webcore2.com,0,0,0,unknown,,,
domain,webcore3.com,0,0,0,unknown,,,
domain,webmailservice.site,0,0,0,unknown,,,
domain,websecuritynotice.com,0,0,0,unknown,,,
domain,weldongranger.com,0,0,0,unknown,,,
domain,wellingtons-partners.com,0,0,0,unknown,,,
domain,westmariinfund.org,0,0,0,unknown,,,
domain,whoerkemshdh.com,0,0,0,unknown,,,
domain,wiliampenn.com,0,0,0,unknown,,,
domain,windssorservices.com,0,0,0,unknown,,,
domain,wis3po-1k60i5bn-jwza24.com,0,0,0,unknown,,,
domain,wittial.com,0,0,0,unknown,,,
domain,wonjiinco.com,0,0,0,unknown,,,
domain,workenterservice.com,0,0,0,unknown,,,
domain,worldexchangechbe.com,0,0,0,unknown,,,
domain,xcduoyuuwa.com,0,0,0,unknown,,,
domain,xdtmw5.codesandbox.io,0,0,0,unknown,,,
domain,xlikk.com,0,0,0,unknown,,,
domain,y7dp2d.codesandbox.io,0,0,0,unknown,,,
domain,yhjfdhgjdhunjdyuidesuidsuihjfdjkies.com,0,0,0,unknown,,,
domain,yickhoesgroup.com,0,0,0,unknown,,,
domain,yolmathy.com,0,0,0,unknown,,,
domain,zhongt0ng.org,0,0,0,unknown,,,
domain,zwec9y.codesandbox.io,0,0,0,unknown,,,
